127.0.0.1 - - [06/May/2024:21:56:17 -0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:25 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:25 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:25 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:25 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:27 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:27 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:27 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:27 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:35 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:35 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:35 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:35 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:49 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:49 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:49 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:49 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:51 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:51 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:51 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:51 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:53 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:53 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:53 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:53 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:53 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:53 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:53 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:53 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:54 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:54 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:54 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:54 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:55 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:55 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:55 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:20:55 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:17 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:17 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:17 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:17 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:17 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:17 -0700] "GET /201_final_project/household.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:17 -0700] "GET /201_final_project/household.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:17 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:17 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:17 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:18 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:18 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:18 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:18 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:19 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:19 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:19 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:19 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:19 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:19 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:19 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:19 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:20 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:20 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:20 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:20 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:20 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:20 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:20 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:20 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:21 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:21 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:21 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:23 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:23 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:23 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:23 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:27 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:27 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:27 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:27 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:28 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:28 -0700] "GET /201_final_project/household.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:28 -0700] "GET /201_final_project/household.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:28 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:28 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:28 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:29 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:29 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:29 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:29 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:30 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:30 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:30 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:30 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:31 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:31 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:31 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:31 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:34 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:34 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:34 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:34 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:36 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:36 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:36 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:36 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:37 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:37 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:37 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:37 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:38 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:38 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:38 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:38 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:38 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:38 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:38 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:38 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:39 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:39 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:39 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:39 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:40 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:40 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:40 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:40 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:40 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:40 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:40 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:40 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:41 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:41 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:41 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:41 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:41 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:41 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:41 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:41 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:42 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:42 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:42 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:42 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:51 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:51 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:51 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:22:51 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:23:00 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:23:00 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:23:00 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:23:00 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:00 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:00 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:00 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2972
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:00 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:00 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:01 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:01 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:02 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:02 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2972
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:02 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:02 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:02 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:02 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:02 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:05 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:05 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:07 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:07 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:09 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:09 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:10 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:10 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:12 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:12 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:12 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:12 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:12 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 463
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:12 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 463
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:15 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:15 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:15 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 463
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:15 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 463
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:18 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:18 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:18 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 425
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:18 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 425
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 387
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 387
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 351
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 351
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 311
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 311
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:22 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:22 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:22 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:22 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:24 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:24 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:24 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [06/May/2024:22:24:24 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:21 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:21 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2972
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:21 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:22 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:22 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:22 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:22 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:23 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
